epoch,train_runtime,train_samples_per_second,train_steps_per_second,train_loss,cosim
53,16.2918,38.854,2.455,0.7097344875335694,0.2842244
54,16.0601,39.415,2.491,0.7057401180267334,0.28398973
55,15.9663,39.646,2.505,0.7017665386199952,0.28375405
56,16.1523,39.189,2.476,0.6978135108947754,0.2835174
57,16.1418,39.215,2.478,0.6938812732696533,0.2832798
58,16.028,39.493,2.496,0.6899691581726074,0.28304124
59,16.1406,39.218,2.478,0.6860774993896485,0.28280178
60,16.1603,39.17,2.475,0.6822059154510498,0.28256142
61,16.2825,38.876,2.457,0.6783547878265381,0.28232014
62,16.1075,39.298,2.483,0.6745235443115234,0.28207803
63,16.1316,39.24,2.48,0.6707121849060058,0.281835
64,16.1636,39.162,2.475,0.6669207096099854,0.28159115
65,16.1441,39.209,2.478,0.6631489753723144,0.28134647
66,16.1576,39.177,2.476,0.6593970775604248,0.28110102
67,16.1688,39.149,2.474,0.655664587020874,0.28085473
68,16.1503,39.194,2.477,0.6519516944885254,0.28060767
69,16.209,39.052,2.468,0.6482583522796631,0.28035983
70,16.2707,38.904,2.458,0.6445842266082764,0.28011125
71,16.1729,39.139,2.473,0.6409295082092286,0.27986193
72,16.1616,39.167,2.475,0.6372939586639405,0.2796119
73,16.1784,39.126,2.472,0.6336775302886963,0.27936116
74,16.1715,39.143,2.473,0.6300800323486329,0.27910972
75,16.1514,39.192,2.477,0.6265015602111816,0.27885762
76,16.1812,39.12,2.472,0.6229420185089112,0.27860487
77,16.1673,39.153,2.474,0.6194012641906739,0.2783515
78,16.1206,39.266,2.481,0.6158794403076172,0.27809745
79,16.1707,39.145,2.474,0.6123761177062989,0.27784285
80,16.2411,38.975,2.463,0.6088913917541504,0.2775876
81,16.1766,39.131,2.473,0.605425214767456,0.27733183
82,16.0963,39.326,2.485,0.6019776821136474,0.27707547
83,16.0327,39.482,2.495,0.5985484600067139,0.27681857
84,16.0032,39.555,2.5,0.5951375007629395,0.2765611
85,16.1469,39.203,2.477,0.5917448043823242,0.27630317
86,16.359,38.694,2.445,0.5883703231811523,0.27604476
87,16.518,38.322,2.422,0.5850142002105713,0.2757858
88,16.0928,39.334,2.486,0.5816758632659912,0.2755264
89,16.1512,39.192,2.477,0.5783555984497071,0.27526653
90,16.1649,39.159,2.475,0.5750532627105713,0.27500623
91,16.1031,39.309,2.484,0.5717689990997314,0.2747455
92,16.1259,39.254,2.48,0.5685023307800293,0.2744844
93,16.178,39.127,2.472,0.5652534008026123,0.27422282
94,16.1284,39.247,2.48,0.5620222091674805,0.27396092
95,16.2057,39.06,2.468,0.5588086128234864,0.27369863
96,16.4304,38.526,2.435,0.5556125640869141,0.27343604
97,15.683,40.362,2.551,0.5524339199066162,
